"user.id","purchase.date","purchase.count"
"51df6f5e217c626224b1db80",2013-12-10,1
"51ed50b7217c626224b6d3ac",2013-07-22,4
"51ed50b7217c626224b6d3ac",2013-07-23,2
"51aebe07217c626224a550ae",2013-06-05,2
"51aebe07217c626224a550ae",2013-06-06,1
"51ec9f15217c626224b69d8c",2013-07-22,2
"51ec9f15217c626224b69d8c",2013-07-24,1
"51a655f034b9b0a804a0bb09",2013-07-25,3
"51a655f034b9b0a804a0bb09",2013-07-30,1
"51a655f034b9b0a804a0bb09",2013-08-05,1
"5228fb5a217c626224ce370c",2013-09-05,2
"5228fb5a217c626224ce370c",2013-09-08,1
"522ba7c7217c626224cf3584",2013-09-07,2
"522ba7c7217c626224cf3584",2013-09-09,1
"523647b9217c626224d2efe4",2013-09-15,2
"523647b9217c626224d2efe4",2013-09-16,1
"523647b9217c626224d2efe4",2013-09-18,1
"523647b9217c626224d2efe4",2013-09-20,3
"51f16b2f217c626224b88b35",2013-07-25,2
"51f16b2f217c626224b88b35",2013-07-26,1
"51f16b2f217c626224b88b35",2013-09-26,2
"51f16b2f217c626224b88b35",2013-09-29,1
"524976f9b6a88e9514a97f8b",2013-10-04,3
"5273f9c7b6a88e9514b587f6",2013-11-01,4
"5273f9c7b6a88e9514b587f6",2013-11-05,2
"5273f3a8b6a88e9514b58530",2013-11-01,2
"5273f3a8b6a88e9514b58530",2013-11-04,1
"52696c54b6a88e9514b27781",2013-10-24,1
"51f2aa0c217c626224b9260f",2013-07-26,3
"52801518b6a88e9514bb0a79",2013-11-10,2
"52801518b6a88e9514bb0a79",2013-11-12,1
"52801518b6a88e9514bb0a79",2013-11-18,2
"52801518b6a88e9514bb0a79",2013-11-19,1
"52856e85b6a88e9514bdf406",2013-11-15,3
"52856e85b6a88e9514bdf406",2013-11-29,2
"52856e85b6a88e9514bdf406",2013-12-02,2
"5248fdafb6a88e9514a95a15",2013-09-30,2
"5248fdafb6a88e9514a95a15",2013-10-01,1
"5248fdafb6a88e9514a95a15",2013-11-29,2
"5248fdafb6a88e9514a95a15",2013-12-02,1
"52842d58b6a88e9514bd63ce",2013-12-03,2
"52842d58b6a88e9514bd63ce",2013-12-05,1
"528e60d0b6a88e9514c51b46",2013-11-21,2
"528e60d0b6a88e9514c51b46",2013-11-22,1
"5276b8afb6a88e9514b6446d",2013-12-02,2
"5276b8afb6a88e9514b6446d",2013-12-04,1
"5293c8b5b6a88e9514c8a956",2013-11-25,2
"5293c8b5b6a88e9514c8a956",2013-11-26,1
"5293c8b5b6a88e9514c8a956",2013-11-27,1
"51c0e2e4217c626224a8cb6b",2013-06-18,2
"51c0e2e4217c626224a8cb6b",2013-06-20,1
"51f2ccf6217c626224b93f7c",2013-07-26,2
"51f2ccf6217c626224b93f7c",2013-07-29,1
"528528abb6a88e9514bdd25a",2013-11-14,2
"528528abb6a88e9514bdd25a",2013-11-15,1
"52a37510b6a88e9514cd29d7",2013-12-07,2
"52a37510b6a88e9514cd29d7",2013-12-10,1
"52acbcb3b6a88e9514d39d9d",2013-12-14,1
"527bda4c6b7f67aa7200001a",2013-11-07,1
"52aebc56b6a88e9514d4c545",2013-12-16,1
"526e762db6a88e9514b3cef2",2013-10-28,2
"526e762db6a88e9514b3cef2",2013-10-30,1
"534412734efa972750f641a5",2014-04-08,1
"527a680ab6a88e9514b7b241",2014-04-02,1
"52d0105ab6a88e9514dfb3ec",2014-01-10,1
"52d0105ab6a88e9514dfb3ec",2014-04-05,1
"52b4b873b6a88e9514d7f4d9",2013-12-20,1
"535172744efa972750f79d91",2014-04-18,1
"5340ec664efa972750f5dbec",2014-04-06,1
"52f8fc36b6a88e9514eab4ab",2014-03-06,1
"52b83196b6a88e9514d81ff3",2014-01-03,1
"52ad3c22b6a88e9514d3f3ac",2013-12-15,1
"530847b74efa972750e73eb5",2014-02-22,1
"52a3d451b6a88e9514cd55e7",2013-12-08,2
"52a3d451b6a88e9514cd55e7",2013-12-09,1
"52a36945b6a88e9514cd23b4",2013-12-07,2
"52a36945b6a88e9514cd23b4",2013-12-09,1
"52a4f8d1b6a88e9514cde0fe",2013-12-08,2
"52a4f8d1b6a88e9514cde0fe",2013-12-10,1
"529d0ca2b6a88e9514cb1e11",2013-12-02,2
"529d0ca2b6a88e9514cb1e11",2013-12-06,1
"529d0ca2b6a88e9514cb1e11",2013-12-09,1
"5277e442b6a88e9514b6d0a7",2013-11-29,3
"5277e442b6a88e9514b6d0a7",2013-12-16,1
"52b39d56b6a88e9514d78598",2013-12-20,1
"51aebdef217c626224a550ac",2013-06-21,3
"51aebdef217c626224a550ac",2013-06-27,1
"51aebdef217c626224a550ac",2013-07-09,1
"528b7b02b6a88e9514c2e602",2013-11-19,2
"528b7b02b6a88e9514c2e602",2013-11-20,1
"528b7b02b6a88e9514c2e602",2013-11-22,1
"52988492b6a88e9514c9fd5e",2013-11-29,2
"52988492b6a88e9514c9fd5e",2013-12-03,1
"52988492b6a88e9514c9fd5e",2013-12-19,1
"52988492b6a88e9514c9fd5e",2014-02-16,1
"52988492b6a88e9514c9fd5e",2014-03-27,1
"522b288a217c626224ced3a6",2013-09-07,2
"522b288a217c626224ced3a6",2013-09-09,1
"52fda259b6a88e9514eaff25",2014-02-15,1
"52fda259b6a88e9514eaff25",2014-03-23,1
"52fda259b6a88e9514eaff25",2014-04-01,1
"52b126c4b6a88e9514d62ef4",2013-12-18,1
"533573204efa972750f463c0",2014-03-28,1
"51ac0c8634b9b0a804a1bc7e",2013-06-03,3
"51c1bc7e217c626224a8f107",2013-06-20,3
"51c1bc7e217c626224a8f107",2013-07-09,3
"52740e58b6a88e9514b59096",2013-11-01,2
"52740e58b6a88e9514b59096",2013-11-02,1
"52d9349ab6a88e9514e09dbd",2014-01-17,1
"52263c05217c626224ccf65f",2013-09-03,2
"52263c05217c626224ccf65f",2013-09-04,1
"52263c05217c626224ccf65f",2014-04-15,1
"52aceb1eb6a88e9514d3bdcb",2013-12-15,1
"519ca75634b9b0a8049f03fc",2013-05-23,3
"529d4407b6a88e9514cb31d6",2013-12-03,2
"529d4407b6a88e9514cb31d6",2013-12-05,1
"529d4407b6a88e9514cb31d6",2013-12-25,1
"518f8bbd34b9b0a8049b86f4",2013-05-12,2
"518f8bbd34b9b0a8049b86f4",2013-05-13,1
"51a76cf734b9b0a804a0eedd",2013-05-30,2
"51a76cf734b9b0a804a0eedd",2013-06-03,1
"5250bc23b6a88e9514ab8848",2013-10-07,2
"5250bc23b6a88e9514ab8848",2013-10-10,1
"532fa6b44efa972750f3c435",2014-03-24,1
"520e1c5a217c626224c26b52",2013-08-16,3
"5235b287217c626224d2bf89",2013-09-15,2
"5235b287217c626224d2bf89",2013-09-16,1
"51c2481d217c626224a9108f",2013-07-12,2
"51c2481d217c626224a9108f",2013-07-15,1
"5299671ab6a88e9514ca2805",2013-11-30,2
"5299671ab6a88e9514ca2805",2013-12-03,1
"51ad88036b7f678f2500002c",2013-06-04,1
"52abbbd6b6a88e9514d32bde",2013-12-14,1
"51c209b4217c626224a903a3",2013-06-19,2
"51c209b4217c626224a903a3",2013-06-20,1
"51af4d996b7f67281a000071",2013-06-05,2
"51af4d996b7f67281a000071",2013-06-06,1
"51dc8853217c626224b0f865",2013-07-09,2
"51dc8853217c626224b0f865",2013-07-17,1
"51b2afe3217c626224a5f900",2013-06-08,2
"51b2afe3217c626224a5f900",2013-06-11,1
"52a125d3b6a88e9514cc4221",2013-12-17,1
"51a1081234b9b0a8049fd56a",2013-05-25,2
"51a1081234b9b0a8049fd56a",2013-05-28,1
"51b7e033217c626224a6f13e",2013-06-12,2
"51b7e033217c626224a6f13e",2013-06-13,1
"51e7f8ad217c626224b50613",2013-07-18,2
"51e7f8ad217c626224b50613",2013-07-19,1
"527a962ab6a88e9514b7d210",2013-11-06,5
"527a962ab6a88e9514b7d210",2013-11-08,1
"51b87ece217c626224a70613",2013-06-12,3
"527c2e6cb6a88e9514b8c50e",2013-11-15,4
"527c2e6cb6a88e9514b8c50e",2013-11-19,1
"527c2e6cb6a88e9514b8c50e",2013-11-21,1
"52c3a05ab6a88e9514de8610",2014-01-02,1
"52c3a05ab6a88e9514de8610",2014-02-24,2
"53092c434efa972750e74936",2014-02-23,1
"53092c434efa972750e74936",2014-04-27,1
"51e57883217c626224b42368",2013-07-16,3
"51ead5f8217c626224b635d0",2013-07-20,4
"51ead5f8217c626224b635d0",2013-07-22,2
"52b4a871b6a88e9514d7f3a3",2013-12-20,1
"52955e1ab6a88e9514c9637b",2013-11-27,2
"51f16c62217c626224b88c28",2013-07-25,2
"51f16c62217c626224b88c28",2013-07-26,1
"51e627d6217c626224b46b23",2013-07-17,2
"51e627d6217c626224b46b23",2013-07-18,2
"51e627d6217c626224b46b23",2013-07-19,1
"51e627d6217c626224b46b23",2013-07-21,1
"522ca376217c626224cf818c",2013-09-23,2
"522ca376217c626224cf818c",2013-09-24,1
"51b7a806217c626224a6e206",2013-06-11,2
"51b7a806217c626224a6e206",2013-06-12,1
"51b7a806217c626224a6e206",2013-06-14,1
"51f94c4a217c626224bb3be4",2013-07-31,2
"51f94c4a217c626224bb3be4",2013-08-01,1
"520275d1217c626224bde6f2",2013-08-07,2
"520275d1217c626224bde6f2",2013-08-08,1
"520275d1217c626224bde6f2",2013-08-15,1
"520ef302217c626224c2cc01",2013-08-17,3
"520ef302217c626224c2cc01",2013-08-19,2
"51c50650217c626224a98442",2013-06-22,2
"51c50650217c626224a98442",2013-06-24,1
"520c16e2217c626224c1c12f",2013-08-14,2
"520c16e2217c626224c1c12f",2013-08-15,1
"520c16e2217c626224c1c12f",2013-09-01,2
"520c16e2217c626224c1c12f",2013-09-03,1
"5222bd44217c626224cb4082",2013-09-01,2
"5222bd44217c626224cb4082",2013-09-03,1
"5222bd44217c626224cb4082",2013-09-04,1
"51ae2c3734b9b0a804a221ce",2013-08-16,3
"51ae2c3734b9b0a804a221ce",2013-08-26,16
"51ae2c3734b9b0a804a221ce",2013-09-04,1
"51d4d7ed217c626224aefe81",2013-07-04,2
"51d4d7ed217c626224aefe81",2013-07-05,1
"51d4d7ed217c626224aefe81",2013-09-11,3
"52129e89217c626224c44ed5",2013-08-19,2
"52129e89217c626224c44ed5",2013-08-20,1
"52129e89217c626224c44ed5",2013-08-22,1
"5190c12334b9b0a8049bb05e",2013-05-13,1
"5190c12334b9b0a8049bb05e",2013-06-01,1
"5190c12334b9b0a8049bb05e",2013-07-01,1
"5190c12334b9b0a8049bb05e",2013-08-01,1
"5190c12334b9b0a8049bb05e",2013-09-01,1
"5190c12334b9b0a8049bb05e",2013-10-01,1
"525c6674b6a88e9514aece74",2013-10-14,2
"525c6674b6a88e9514aece74",2013-10-16,1
"52235392217c626224cb798f",2013-09-01,2
"52235392217c626224cb798f",2013-09-03,1
"52235392217c626224cb798f",2013-09-04,1
"52235392217c626224cb798f",2013-09-05,1
"52235392217c626224cb798f",2013-09-17,1
"52235392217c626224cb798f",2013-09-19,1
"52235392217c626224cb798f",2013-10-01,1
"5273da12b6a88e9514b57757",2013-11-01,4
"5273da12b6a88e9514b57757",2013-11-05,1
"527edf61b6a88e9514ba6728",2013-11-10,3
"527edf61b6a88e9514ba6728",2013-11-11,1
"5265e1e0b6a88e9514b18fd2",2013-10-22,3
"524dd05bb6a88e9514aaecd1",2013-10-03,2
"524dd05bb6a88e9514aaecd1",2013-10-04,1
"52987012b6a88e9514c9fc39",2013-11-29,2
"52987012b6a88e9514c9fc39",2013-12-05,1
"52987012b6a88e9514c9fc39",2013-12-12,1
"529cf809b6a88e9514cb1674",2013-12-02,2
"529cf809b6a88e9514cb1674",2013-12-05,1
"52ada662b6a88e9514d40eab",2013-12-15,1
"530244054efa972750e6f2c1",2014-02-17,1
"529ccec9b6a88e9514cb02d5",2013-12-02,2
"529ccec9b6a88e9514cb02d5",2013-12-03,1
"52cfdefbb6a88e9514dfb0a4",2014-01-10,1
"533693214efa972750f478fd",2014-03-29,1
"533183654efa972750f3fbc1",2014-03-25,1
"52584085b6a88e9514ad1911",2013-10-11,2
"52584085b6a88e9514ad1911",2013-10-14,1
"50ef2ff934b9b0a8046a2ed0",2013-01-30,1
"50ef2ff934b9b0a8046a2ed0",2013-06-14,2
"50ef2ff934b9b0a8046a2ed0",2013-06-19,1
"50ef2ff934b9b0a8046a2ed0",2013-08-28,3
"52ae4f6ab6a88e9514d47f94",2013-12-16,1
"52417f1acb48aa9fc797c192",2013-09-24,3
"529918e2b6a88e9514ca1a1f",2013-11-29,2
"529918e2b6a88e9514ca1a1f",2013-12-02,1
"529918e2b6a88e9514ca1a1f",2013-12-04,1
"529918e2b6a88e9514ca1a1f",2013-12-06,1
"5285b80fb6a88e9514be1853",2013-11-15,3
"52c8a95fb6a88e9514ded9e2",2014-01-05,1
"52a931a1b6a88e9514d16814",2013-12-12,2
"532789bb4efa972750ea8d8f",2014-03-17,1
"534e70314efa972750f752e3",2014-04-27,1
"52a3605eb6a88e9514cd1ec8",2013-12-07,2
"52a3605eb6a88e9514cd1ec8",2013-12-10,1
"52a53390b6a88e9514ce1833",2013-12-09,2
"52a53390b6a88e9514ce1833",2013-12-10,1
"52a8e892b6a88e9514d11f48",2013-12-11,2
"525101abb6a88e9514ab93d0",2013-10-25,3
"525addecb6a88e9514adc272",2013-10-13,2
"525addecb6a88e9514adc272",2013-10-15,1
"525241f7b6a88e9514abcd23",2013-10-07,2
"525241f7b6a88e9514abcd23",2013-10-08,1
"525241f7b6a88e9514abcd23",2013-10-10,1
"525241f7b6a88e9514abcd23",2013-12-13,1
"52980747b6a88e9514c9f141",2013-11-29,2
